Feature,Diameter(mm),Depth(mm),Radius(mm),Length(mm),Width(mm),Angle( ˚),Distance(mm),Tolerance(µm),SurfaceFinish(µm),MachiningOperation
1,1.42052674074104,1.21009304102724,0,0,0,0,0,51,11.1478724252165,Drilling_CB
1,1.52166562357211,2.28174412715387,0,0,0,0,0,41,12.1977484629161,Drilling_CB
1,0.968515081730254,1.71970383713397,0,0,0,0,0,47,14.4156584315011,Drilling_CB
1,1.53916816740404,2.06692241606143,0,0,0,0,0,51,10.3275995717982,Drilling_CB
1,0.900992441092876,1.77786013804503,0,0,0,0,0,43,7.98752965873375,Drilling_CB
1,1.54459417161594,1.94771032339886,0,0,0,0,0,40,14.1563005687568,Drilling_CB
1,2.68975337990353,0.442472552880034,0,0,0,0,0,52,7.20451304172578,Drilling_CB
1,2.43183489222459,1.1966683938366,0,0,0,0,0,47,10.9613808656567,Drilling_CB
1,2.33341520096779,0.531419779757671,0,0,0,0,0,54,14.5968053273147,Drilling_CB
1,2.88780461080624,2.58732257510356,0,0,0,0,0,45,11.135447100679,Drilling_CB
1,1.21309677184555,1.54225308432131,0,0,0,0,0,45,19.1911673324008,Drilling_CB
1,2.53507944326992,1.57521691380236,0,0,0,0,0,47,13.1369740933115,Drilling_CB
1,0.67409992859684,2.53657589193057,0,0,0,0,0,56,2.70527926790163,Drilling_CB
1,2.55248403504948,0.874751196736692,0,0,0,0,0,42,6.99278010939084,Drilling_CB
1,0.819274935855751,1.97721366776833,0,0,0,0,0,52,7.22265448697684,Drilling_CB
1,0.42056111283486,2.67942936970659,0,0,0,0,0,60,13.0084335341008,Drilling_CB
1,2.20068624581487,1.43782091547105,0,0,0,0,0,43,8.29423331205996,Drilling_CB
1,2.59022422000046,1.88096625161425,0,0,0,0,0,47,18.1001425864016,Drilling_CB
1,0.767339573223272,2.48449112082014,0,0,0,0,0,60,8.05889244258568,Drilling_CB
1,2.17115137838275,0.178672916978425,0,0,0,0,0,55,7.00752150286045,Drilling_CB
1,0.846019350875366,2.89766363077043,0,0,0,0,0,57,13.0974170022204,Drilling_CB
1,2.13498797882614,2.56760360935123,0,0,0,0,0,41,14.8717762359856,Drilling_CB
1,1.23562392249867,0.28468073052832,0,0,0,0,0,47,15.1858165484488,Drilling_CB
1,0.987398032829915,1.60828383601022,0,0,0,0,0,42,7.53146788223812,Drilling_CB
1,1.7392215930684,2.32940174018316,0,0,0,0,0,58,4.07688367555221,Drilling_CB
1,1.36285822326994,0.815081206328919,0,0,0,0,0,14,1.05486648254857,Drilling_CB_RR_SFR
1,2.70917470599216,0.640020788200708,0,0,0,0,0,14,1.16222149958204,Drilling_CB_RR_SFR
1,2.54249531907184,1.08362435263718,0,0,0,0,0,14,1.02695789773455,Drilling_CB_RR_SFR
1,2.56369089545476,1.13393689050378,0,0,0,0,0,12,0.807612390489984,Drilling_CB_RR_SFR
1,0.957977419065981,0.539394478170784,0,0,0,0,0,13,0.952367080428535,Drilling_CB_RR_SFR
1,2.20437705748674,1.8181619801289,0,0,0,0,0,10,0.648618056392385,Drilling_CB_RR_SFR
1,2.74063426633682,1.27529650149777,0,0,0,0,0,12,0.800457285278483,Drilling_CB_RR_SFR
1,1.06608212229657,1.04958330940712,0,0,0,0,0,13,0.659135157538114,Drilling_CB_RR_SFR
1,1.50393701723895,2.96793684539159,0,0,0,0,0,13,1.20682802184832,Drilling_CB_RR_SFR
1,2.11805997827195,1.19363685421771,0,0,0,0,0,12,1.22400407338608,Drilling_CB_RR_SFR
1,2.91696917322746,1.0402705669532,0,0,0,0,0,14,1.18667725888771,Drilling_CB_RR_SFR
1,0.223060831282438,0.470135467477531,0,0,0,0,0,12,0.84657024802811,Drilling_CB_RR_SFR
1,2.65041697364657,0.171502541357194,0,0,0,0,0,10,0.918489656561866,Drilling_CB_RR_SFR
1,1.67567173266605,0.779604806759808,0,0,0,0,0,12,0.990793801544731,Drilling_CB_RR_SFR
1,1.2369502790446,0.204328751881207,0,0,0,0,0,12,0.697085621481213,Drilling_CB_RR_SFR
1,0.700616885585798,0.295845371792131,0,0,0,0,0,11,1.15227457091846,Drilling_CB_RR_SFR
1,1.80487911107901,1.39216396867814,0,0,0,0,0,12,1.16068035019725,Drilling_CB_RR_SFR
1,1.04393551181205,0.456231534315752,0,0,0,0,0,12,0.634728679855835,Drilling_CB_RR_SFR
1,1.44561630810527,2.89455762365769,0,0,0,0,0,14,1.01360238199915,Drilling_CB_RR_SFR
1,1.48937040264414,1.57040946674778,0,0,0,0,0,11,0.887710249203892,Drilling_CB_RR_SFR
1,2.65670155937829,2.74343957161398,0,0,0,0,0,13,0.704612203434623,Drilling_CB_RR_SFR
1,0.882146674894839,1.65898744475995,0,0,0,0,0,10,0.797287291727155,Drilling_CB_RR_SFR
1,2.60474780245029,1.38956996430662,0,0,0,0,0,14,0.997711137059241,Drilling_CB_RR_SFR
1,1.72356519966144,0.268199242926045,0,0,0,0,0,11,0.782973966105277,Drilling_CB_RR_SFR
1,2.70148271083604,1.28602696858788,0,0,0,0,0,11,0.986367082740956,Drilling_CB_RR_SFR
1,2.27676376535353,0.499360487025866,0,0,0,0,0,10,0.808359730801473,Drilling_CB_RR_SFR
1,0.6966554803023,2.80359731952807,0,0,0,0,0,10,0.976368194651668,Drilling_CB_RR_SFR
1,1.51140355867068,2.93722777233551,0,0,0,0,0,12,0.853965920428756,Drilling_CB_RR_SFR
1,0.653124817210219,2.84554192877191,0,0,0,0,0,11,1.19962856497085,Drilling_CB_RR_SFR
1,0.354671500358887,1.20234775338787,0,0,0,0,0,10,1.11474794000286,Drilling_CB_RR_SFR
1,2.09346410053979,0.398772663533544,0,0,0,0,0,12,1.1528102353084,Drilling_CB_RR_SFR
1,2.93766919087113,2.08326720114296,0,0,0,0,0,12,0.970501084370845,Drilling_CB_RR_SFR
1,1.64547691313587,1.86839097367131,0,0,0,0,0,10,0.816250859304563,Drilling_CB_RR_SFR
1,0.875263733233694,2.05047242701611,0,0,0,0,0,12,0.922686981017907,Drilling_CB_RR_SFR
1,0.565318937977979,2.19727282962537,0,0,0,0,0,11,0.643859403794184,Drilling_CB_RR_SFR
1,2.17337310858389,1.82146359894476,0,0,0,0,0,13,0.634397644992138,Drilling_CB_RR_SFR
1,0.957752110588698,1.81620097354189,0,0,0,0,0,12,1.10579903976843,Drilling_CB_RR_SFR
1,2.41088828489871,0.52013293445819,0,0,0,0,0,12,1.0261377224235,Drilling_CB_RR_SFR
1,1.43912214276016,1.66971786250405,0,0,0,0,0,11,0.820023413514593,Drilling_CB_RR_SFR
1,2.54969373615783,0.683860137168292,0,0,0,0,0,14,0.958183584980704,Drilling_CB_RR_SFR
1,0.880033335253811,2.17968731782435,0,0,0,0,0,10,0.926944741370864,Drilling_CB_RR_SFR
1,2.07550544942367,2.11835444979991,0,0,0,0,0,14,0.999578438716934,Drilling_CB_RR_SFR
1,2.77122079642454,1.97333949827495,0,0,0,0,0,14,0.845843254179166,Drilling_CB_RR_SFR
1,1.79786468606043,2.75939934325171,0,0,0,0,0,11,0.799034087828558,Drilling_CB_RR_SFR
1,0.129020020557256,1.31507272917564,0,0,0,0,0,12,0.837614501524042,Drilling_CB_RR_SFR
1,0.960627394381493,1.3783562919229,0,0,0,0,0,12,0.686913393910607,Drilling_CB_RR_SFR
1,1.21746183945471,0.304252095343494,0,0,0,0,0,12,0.997875762734519,Drilling_CB_RR_SFR
1,0.571349903853541,2.12856773297191,0,0,0,0,0,13,0.920814474734422,Drilling_CB_RR_SFR
1,2.95468605765102,2.712588735364,0,0,0,0,0,10,0.844799190585226,Drilling_CB_RR_SFR
1,0.773597684441022,0.138689640280344,0,0,0,0,0,14,0.930790691035464,Drilling_CB_RR_SFR
1,0.678436101892802,0.498379554463125,0,0,0,0,0,20,0.414657875261315,Drilling_CB_FBr
1,1.68545832375716,1.07314703826987,0,0,0,0,0,19,0.290025361741626,Drilling_CB_FBr
1,2.83192125335961,2.82354627711561,0,0,0,0,0,9,0.416903369796238,Drilling_CB_FBr
1,2.49911606619597,0.265867184161065,0,0,0,0,0,13,0.466050835825747,Drilling_CB_FBr
1,0.855336584419928,0.519735106181452,0,0,0,0,0,18,0.413372728984917,Drilling_CB_FBr
1,2.18075530519455,1.7596457667104,0,0,0,0,0,15,0.507894033192828,Drilling_CB_FBr
1,0.748402956042471,0.149396805852969,0,0,0,0,0,23,0.178535462909253,Drilling_CB_FBr
1,0.86051735162188,0.419940250062969,0,0,0,0,0,8,0.459240774275652,Drilling_CB_FBr
1,1.013185702752,0.900688108002456,0,0,0,0,0,22,0.44124704212468,Drilling_CB_FBr
1,1.66928571381065,2.13607408374163,0,0,0,0,0,15,0.579708913734161,Drilling_CB_FBr
1,2.87645280432396,2.57522829580668,0,0,0,0,0,6,0.175911281220516,Drilling_CB_FBr
1,1.58864255779079,2.02960217830371,0,0,0,0,0,16,0.387333310553364,Drilling_CB_FBr
1,0.827476914484046,1.32329824867392,0,0,0,0,0,12,0.261816593338518,Drilling_CB_FBr
1,0.292808277438947,0.61121848023727,0,0,0,0,0,14,0.205094478167789,Drilling_CB_FBr
1,1.40763680622732,2.55072521273162,0,0,0,0,0,18,0.605363004403138,Drilling_CB_FBr
1,1.03812648156821,2.4707157067248,0,0,0,0,0,24,0.351290497708462,Drilling_CB_FBr
1,0.463300723484874,1.45153711074153,0,0,0,0,0,25,0.278204156466199,Drilling_CB_FBr
1,1.16904625257456,2.96015369651055,0,0,0,0,0,6,0.166713951255405,Drilling_CB_FBr
1,2.14416716300585,2.49011448405017,0,0,0,0,0,16,0.454700161565357,Drilling_CB_FBr
1,2.02054748336087,1.96741496369812,0,0,0,0,0,22,0.482369093315718,Drilling_CB_FBr
1,0.534032690186454,0.166945118682571,0,0,0,0,0,17,0.442848805871858,Drilling_CB_FBr
1,0.363449063378153,1.22874798129927,0,0,0,0,0,9,0.554779443046592,Drilling_CB_FBr
1,1.58695521817282,1.36413316099724,0,0,0,0,0,14,0.253320572667755,Drilling_CB_FBr
1,1.46990799019223,1.77659731269551,0,0,0,0,0,17,0.59894649127481,Drilling_CB_FBr
1,0.928300784867695,1.91690896250457,0,0,0,0,0,25,0.269351670932416,Drilling_CB_FBr
1,1.43697272430259,2.68419094402773,0,0,0,0,0,8,0.295305178136009,Drilling_CB_FBr
1,0.829901823428051,1.11626181409928,0,0,0,0,0,21,0.609211911727665,Drilling_CB_FBr
1,1.18918150637796,2.87289962257774,0,0,0,0,0,9,0.168083564302485,Drilling_CB_FBr
1,2.21139008486736,2.31659714313664,0,0,0,0,0,21,0.474136843546012,Drilling_CB_FBr
1,1.34388788383312,1.13519004433267,0,0,0,0,0,13,0.394113491233905,Drilling_CB_FBr
1,1.58423179015584,0.273649498146129,0,0,0,0,0,10,0.350606125158481,Drilling_CB_FBr
1,0.678361084511258,2.65278641725468,0,0,0,0,0,16,0.365427321724303,Drilling_CB_FBr
1,1.76812441910536,2.51291755264587,0,0,0,0,0,19,0.431116595519429,Drilling_CB_FBr
1,1.47264897279155,2.12272790619774,0,0,0,0,0,23,0.43452796236195,Drilling_CB_FBr
1,0.554458642154134,0.900210818038624,0,0,0,0,0,11,0.257966859771729,Drilling_CB_FBr
1,2.14280599086468,0.911933472314943,0,0,0,0,0,6,0.627837161336041,Drilling_CB_FBr
1,1.18907836411339,1.09543263427164,0,0,0,0,0,12,0.503059874126781,Drilling_CB_FBr
1,0.123540219543901,0.474484165879433,0,0,0,0,0,25,0.386874364824951,Drilling_CB_FBr
1,0.950129925669117,0.547507557419313,0,0,0,0,0,15,0.352381491534163,Drilling_CB_FBr
1,2.11198693764519,2.43282566860892,0,0,0,0,0,11,0.242316111587619,Drilling_CB_FBr
1,0.170977061112927,0.993598608298405,0,0,0,0,0,7,0.530191540957689,Drilling_CB_FBr
1,2.23271923423375,2.10429167634596,0,0,0,0,0,12,0.476709561498136,Drilling_CB_FBr
1,1.87314211881009,0.926160358377279,0,0,0,0,0,9,0.198847281794831,Drilling_CB_FBr
1,0.750758458511652,0.464926749112096,0,0,0,0,0,23,0.549936203520794,Drilling_CB_FBr
1,2.30007940797012,1.93661627597517,0,0,0,0,0,17,0.19733335925423,Drilling_CB_FBr
1,1.55939909144162,0.500886897229811,0,0,0,0,0,20,0.302405959418158,Drilling_CB_FBr
1,2.05129648865209,1.45904847487684,0,0,0,0,0,24,0.33318455066066,Drilling_CB_FBr
1,2.47649689523478,0.879014261701895,0,0,0,0,0,9,0.372805789927982,Drilling_CB_FBr
1,1.4619663944598,2.0799079557347,0,0,0,0,0,17,0.28676159555934,Drilling_CB_FBr
1,1.76573769013514,1.97427847003637,0,0,0,0,0,13,0.602178656128283,Drilling_CB_FBr
1,0.280072807864831,2.47225133986042,0,0,0,0,0,100,10,Drilling_RB
1,2.62548929656906,1.68244155979447,0,0,0,0,0,129,10,Drilling_RB
1,0.368684993186237,2.0155854341536,0,0,0,0,0,118,16,Drilling_RB
1,2.52395732284743,0.178697462540041,0,0,0,0,0,131,18,Drilling_RB
1,1.31754237050906,2.01885285665373,0,0,0,0,0,112,6,Drilling_RB
1,2.34010529337971,1.68236183626159,0,0,0,0,0,138,11,Drilling_RB
1,0.501749745933035,2.0295470904119,0,0,0,0,0,107,19,Drilling_RB
1,1.06914609703224,2.8643378083799,0,0,0,0,0,121,6,Drilling_RB
1,2.22141467871917,1.45195439521467,0,0,0,0,0,139,20,Drilling_RB
1,2.47275081170614,0.867576222715395,0,0,0,0,0,100,17,Drilling_RB
1,1.85448555787874,2.35385650441481,0,0,0,0,0,123,8,Drilling_RB
1,0.638638318066348,0.441525190863543,0,0,0,0,0,136,6,Drilling_RB
1,1.94023912845214,0.311741354845594,0,0,0,0,0,114,19,Drilling_RB
1,1.97130626783927,2.2677273178772,0,0,0,0,0,125,7,Drilling_RB
1,2.84028205495183,2.57888103035846,0,0,0,0,0,100,20,Drilling_RB
1,1.41411912765964,0.501293869852677,0,0,0,0,0,119,10,Drilling_RB
1,2.81789463323352,0.598413843601178,0,0,0,0,0,138,15,Drilling_RB
1,2.74890385144511,2.57232925167204,0,0,0,0,0,112,12,Drilling_RB
1,2.85796939990364,2.27522047614277,0,0,0,0,0,118,8,Drilling_RB
1,1.90671347215187,2.57110694897397,0,0,0,0,0,129,5,Drilling_RB
1,2.84615043235281,2.16742176349721,0,0,0,0,0,112,13,Drilling_RB
1,0.598790625354743,1.2010202397218,0,0,0,0,0,119,6,Drilling_RB
1,2.33879136695102,2.30959738184456,0,0,0,0,0,124,12,Drilling_RB
1,0.507358977795403,0.490567786629029,0,0,0,0,0,115,9,Drilling_RB
1,1.64998471598984,2.00313880148706,0,0,0,0,0,123,9,Drilling_RB
1,2.86571242450573,2.07962844090579,0,0,0,0,0,133,5,Drilling_RB
1,0.745765740310682,2.41449032425549,0,0,0,0,0,131,20,Drilling_RB
1,0.429789734980811,2.63216948942756,0,0,0,0,0,132,18,Drilling_RB
1,0.114677572884223,1.69526657136215,0,0,0,0,0,111,19,Drilling_RB
1,2.6619225808575,2.5506917337309,0,0,0,0,0,108,16,Drilling_RB
1,0.220984592478029,2.70163642195756,0,0,0,0,0,135,20,Drilling_RB
1,2.83138648791116,2.53945182140409,0,0,0,0,0,133,13,Drilling_RB
1,2.36105909747955,1.68416364357304,0,0,0,0,0,128,16,Drilling_RB
1,1.1382062338443,1.21338837259441,0,0,0,0,0,135,13,Drilling_RB
1,1.88066033288273,0.755340817489005,0,0,0,0,0,133,13,Drilling_RB
1,0.482500824394172,2.83002825863106,0,0,0,0,0,126,13,Drilling_RB
1,1.30074314608273,1.12431699696806,0,0,0,0,0,115,20,Drilling_RB
1,1.51585345800984,1.85594764566104,0,0,0,0,0,102,6,Drilling_RB
1,2.89332660075431,2.70886745259852,0,0,0,0,0,121,13,Drilling_RB
1,1.18645773938488,1.04898897186775,0,0,0,0,0,108,18,Drilling_RB
1,0.499491599694157,0.920147166977589,0,0,0,0,0,115,8,Drilling_RB
1,1.65948737777062,1.13118619927133,0,0,0,0,0,136,15,Drilling_RB
1,0.784828146517442,2.48218269730117,0,0,0,0,0,136,5,Drilling_RB
1,2.50474147048968,0.525275047302745,0,0,0,0,0,116,19,Drilling_RB
1,1.72908028066291,1.61207480993076,0,0,0,0,0,127,12,Drilling_RB
1,1.12877392142963,1.32359429022011,0,0,0,0,0,124,6,Drilling_RB
1,1.89897549010521,2.1668714287717,0,0,0,0,0,131,6,Drilling_RB
1,1.28777927380864,0.298343727737916,0,0,0,0,0,109,9,Drilling_RB
1,2.90562019163841,1.14732770250151,0,0,0,0,0,120,8,Drilling_RB
1,2.44585050878976,1.95057030937379,0,0,0,0,0,111,10,Drilling_RB
1,2.25369899412336,0.711007417952728,0,0,0,0,0,58,4.49990487832033,Drilling_RB_SFB
1,2.47281351440727,2.91484547828628,0,0,0,0,0,59,3.40835157235045,Drilling_RB_SFB
1,1.74259887781717,1.55678999847548,0,0,0,0,0,48,1.91683132082904,Drilling_RB_SFB
1,2.01938077226485,1.89677104486823,0,0,0,0,0,50,2.84589192785905,Drilling_RB_SFB
1,1.93105437514471,1.9915272851771,0,0,0,0,0,42,5.99741839032186,Drilling_RB_SFB
1,2.58052013892031,0.850452917854401,0,0,0,0,0,57,0.113135431342791,Drilling_RB_SFB
1,0.36481977920539,0.771230705944055,0,0,0,0,0,48,4.71507507917996,Drilling_RB_SFB
1,2.8087980453448,1.83392756008377,0,0,0,0,0,52,5.3230432348962,Drilling_RB_SFB
1,1.25832815444728,2.06036320602445,0,0,0,0,0,43,2.87126259749073,Drilling_RB_SFB
1,2.1026462074524,2.3342421650802,0,0,0,0,0,57,3.60232272094034,Drilling_RB_SFB
1,1.32416143752621,1.83758935139216,0,0,0,0,0,51,5.21535604273862,Drilling_RB_SFB
1,0.594216992615105,2.41621947254018,0,0,0,0,0,43,0.529563911639226,Drilling_RB_SFB
1,0.755093443541542,0.545667182311422,0,0,0,0,0,43,5.22818826309346,Drilling_RB_SFB
1,2.21741420623588,1.10444544126845,0,0,0,0,0,45,0.906100857625955,Drilling_RB_SFB
1,2.90380962363168,1.58612827708127,0,0,0,0,0,43,6.41043410093258,Drilling_RB_SFB
1,0.296443617033997,2.4512220879181,0,0,0,0,0,40,2.73340860796715,Drilling_RB_SFB
1,1.38695379584124,1.57908822112604,0,0,0,0,0,54,5.49991377786029,Drilling_RB_SFB
1,0.420789030920791,1.78017604364198,0,0,0,0,0,58,3.6946784792469,Drilling_RB_SFB
1,1.26161906967834,0.423846506705354,0,0,0,0,0,44,7.11444654262572,Drilling_RB_SFB
1,1.95347173243012,1.00047737272887,0,0,0,0,0,53,4.04089602089724,Drilling_RB_SFB
1,0.810653489639677,2.90942741664689,0,0,0,0,0,51,3.36656916776336,Drilling_RB_SFB
1,1.31269065106735,1.25611703713737,0,0,0,0,0,57,5.96712512278234,Drilling_RB_SFB
1,1.26181288656724,0.912066194684611,0,0,0,0,0,41,2.14970984581813,Drilling_RB_SFB
1,1.23318468645643,0.537354928549196,0,0,0,0,0,52,7.14707027511461,Drilling_RB_SFB
1,0.39382109941269,0.408989264551608,0,0,0,0,0,48,3.3982623676826,Drilling_RB_SFB
1,1.78986621258382,1.2215383227328,0,0,0,0,0,53,4.31675010531987,Drilling_RB_SFB
1,0.177391308448664,1.14297461109123,0,0,0,0,0,53,3.46477419287446,Drilling_RB_SFB
1,0.275816466926113,1.76588168670042,0,0,0,0,0,43,4.70735738896595,Drilling_RB_SFB
1,2.59241615025378,1.02402865020257,0,0,0,0,0,54,1.14677185836068,Drilling_RB_SFB
1,1.57115166694324,0.503670687683671,0,0,0,0,0,41,2.12563845192553,Drilling_RB_SFB
1,2.20254112624861,2.67253457363503,0,0,0,0,0,42,2.71604848692441,Drilling_RB_SFB
1,0.399533317236715,2.52080441715743,0,0,0,0,0,59,4.1270830456719,Drilling_RB_SFB
1,0.327193763129383,0.888064743666137,0,0,0,0,0,54,4.07387490190091,Drilling_RB_SFB
1,0.626761858303063,2.06035906464995,0,0,0,0,0,58,5.49317242164275,Drilling_RB_SFB
1,0.478689542558989,1.72695429621772,0,0,0,0,0,60,4.8317707951661,Drilling_RB_SFB
1,1.43383231028556,1.87610040046315,0,0,0,0,0,44,6.83997057847996,Drilling_RB_SFB
1,0.699310292611119,1.66203796415301,0,0,0,0,0,51,5.36180506718073,Drilling_RB_SFB
1,1.32347181443873,1.57024389133649,0,0,0,0,0,54,6.114701130893,Drilling_RB_SFB
1,1.54754332838014,1.95061052895114,0,0,0,0,0,46,5.98181742998321,Drilling_RB_SFB
1,0.175248568517474,2.3074140191397,0,0,0,0,0,57,4.73004513681388,Drilling_RB_SFB
1,2.39011965841867,2.70506609013411,0,0,0,0,0,50,0.887883647187965,Drilling_RB_SFB
1,1.24371310527217,2.12571549794428,0,0,0,0,0,46,0.423012985822081,Drilling_RB_SFB
1,1.57006331412052,0.33611293149907,0,0,0,0,0,53,4.29366083496765,Drilling_RB_SFB
1,0.462157676880515,1.74156526556297,0,0,0,0,0,48,0.869689201193585,Drilling_RB_SFB
1,0.683205103482678,2.6852492951637,0,0,0,0,0,45,4.89081804638338,Drilling_RB_SFB
1,2.07905438271461,2.91300459320348,0,0,0,0,0,58,2.50058372816299,Drilling_RB_SFB
1,0.928937072130811,2.02413653705386,0,0,0,0,0,46,6.78516588152482,Drilling_RB_SFB
1,1.94238992707234,0.369708873851542,0,0,0,0,0,59,2.50668303573563,Drilling_RB_SFB
1,1.90184133685882,1.50117903794297,0,0,0,0,0,41,6.69942136749399,Drilling_RB_SFB
1,0.363321011591482,0.491800235424273,0,0,0,0,0,50,3.41106891570613,Drilling_RB_SFB
